window_sequence_index,source_sequence_index,window_index,role,direction,grid_index,target_ordinal,pair_position,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
12,0,12,sentinel,up,0,0,0,-4.407375476557824,1784371642.223666,1784371644.5593548,1784371643.3915105,0.237055,-0.121441,-0.208114,0.002119,-0.003044,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1833230,1780385,0,0,0,0,1,1,1784371642.223666
13,0,13,sentinel,up,0,0,0,-4.407375476557824,1784371644.559597,1784371646.897237,1784371645.728417,0.238404,-0.121773,-0.208582,0.002097,-0.003063,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1837549,1768529,0,0,0,0,1,1,1784371644.559597
14,0,14,sentinel,up,0,0,0,-4.407375476557824,1784371646.897438,1784371649.227641,1784371648.0625396,0.239695,-0.122,-0.209066,0.00211,-0.003047,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1826709,1772425,0,0,0,0,1,1,1784371646.897438
15,0,15,sentinel,up,0,0,0,-4.407375476557824,1784371649.2279491,1784371651.559927,1784371650.393938,0.241102,-0.122241,-0.209591,0.002122,-0.003099,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1827980,1791225,0,0,0,0,1,1,1784371649.2279491
16,1,0,sentinel,down,0,0,1,-4.407375476557824,1784371664.286436,1784371666.619125,1784371665.4527805,0.248664,-0.1238,-0.212178,0.002159,-0.003056,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1861939,1813244,0,0,0,0,1,1,1784371664.286436
17,1,1,sentinel,down,0,0,1,-4.407375476557824,1784371666.61939,1784371668.952785,1784371667.7860875,0.249934,-0.124061,-0.212698,0.002142,-0.003094,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1851015,1808248,0,0,0,0,1,1,1784371666.61939
18,1,2,sentinel,down,0,0,1,-4.407375476557824,1784371668.953067,1784371671.3032022,1784371670.1281347,0.250893,-0.124126,-0.212886,0.00214,-0.003114,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1844070,1819850,0,0,0,0,1,1,1784371668.953067
19,1,3,sentinel,down,0,0,1,-4.407375476557824,1784371671.303497,1784371673.643766,1784371672.4736314,0.252051,-0.12447,-0.21334,0.002111,-0.003087,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1865157,1811804,0,0,0,0,1,1,1784371671.303497
20,1,4,sentinel,down,0,0,1,-4.407375476557824,1784371673.644198,1784371675.976995,1784371674.8105965,0.253192,-0.124611,-0.2138,0.002149,-0.003097,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1857027,1810111,0,0,0,0,1,1,1784371673.644198
21,1,5,sentinel,down,0,0,1,-4.407375476557824,1784371675.9772952,1784371678.319114,1784371677.1482046,0.254331,-0.124876,-0.214119,0.002152,-0.003083,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1842461,1812990,0,0,0,0,1,1,1784371675.9772952
22,1,6,sentinel,down,0,0,1,-4.407375476557824,1784371678.319349,1784371680.651993,1784371679.485671,0.255399,-0.125131,-0.214521,0.002138,-0.00309,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1889717,1824931,0,0,0,0,1,1,1784371678.319349
23,1,7,sentinel,down,0,0,1,-4.407375476557824,1784371680.652226,1784371683.000333,1784371681.8262796,0.256411,-0.125283,-0.214809,0.002137,-0.003112,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1861177,1837719,0,0,0,0,1,1,1784371680.652226
24,1,8,sentinel,down,0,0,1,-4.407375476557824,1784371683.000736,1784371685.33598,1784371684.1683578,0.257526,-0.125529,-0.215205,0.002135,-0.003096,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1893782,1829589,0,0,0,0,1,1,1784371683.000736
25,1,9,sentinel,down,0,0,1,-4.407375476557824,1784371685.336361,1784371687.671264,1784371686.5038123,0.258593,-0.125766,-0.215571,0.002149,-0.00313,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1884382,1831028,0,0,0,0,1,1,1784371685.336361
26,1,10,sentinel,down,0,0,1,-4.407375476557824,1784371687.6715488,1784371690.0042791,1784371688.837914,0.259439,-0.125848,-0.215807,0.002157,-0.003095,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1857536,1839921,0,0,0,0,1,1,1784371687.6715488
27,1,11,sentinel,down,0,0,1,-4.407375476557824,1784371690.004545,1784371692.3477561,1784371691.1761506,0.260408,-0.126054,-0.21615,0.002151,-0.003066,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1860076,1832383,0,0,0,0,1,1,1784371690.004545
28,1,12,sentinel,down,0,0,1,-4.407375476557824,1784371692.348044,1784371694.675339,1784371693.5116916,0.261445,-0.126291,-0.216558,0.002144,-0.003108,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1887769,1828573,0,0,0,0,1,1,1784371692.348044
29,1,13,sentinel,down,0,0,1,-4.407375476557824,1784371694.675584,1784371697.008789,1784371695.8421865,0.262246,-0.126344,-0.216687,0.002133,-0.003122,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1871763,1832892,0,0,0,0,1,1,1784371694.675584
30,1,14,sentinel,down,0,0,1,-4.407375476557824,1784371697.009082,1784371699.34439,1784371698.1767359,0.263308,-0.12659,-0.217093,0.002139,-0.003093,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1880401,1841191,0,0,0,0,1,1,1784371697.009082
31,1,15,sentinel,down,0,0,1,-4.407375476557824,1784371699.3446798,1784371701.676654,1784371700.5106668,0.264144,-0.126744,-0.217298,0.002173,-0.003096,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1895899,1836025,0,0,0,0,1,1,1784371699.3446798
32,2,0,sentinel,down,80,1,0,6.036902619530071,1784371827.963812,1784371830.292981,1784371829.1283965,0.251966,-0.126682,-0.215869,0.001098,-0.001465,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1828572,1863125,0,0,0,0,1,1,1784371827.963812
33,2,1,sentinel,down,80,1,0,6.036902619530071,1784371830.2932181,1784371832.626407,1784371831.4598126,0.248964,-0.126063,-0.21489,0.001155,-0.001488,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1837549,1874304,0,0,0,0,1,1,1784371830.2932181
34,2,2,sentinel,down,80,1,0,6.036902619530071,1784371832.626629,1784371834.97397,1784371833.8002996,0.246068,-0.125424,-0.213877,0.001146,-0.001465,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1802150,1866513,0,0,0,0,1,1,1784371832.626629
35,2,3,sentinel,down,80,1,0,6.036902619530071,1784371834.974205,1784371837.3046741,1784371836.1394396,0.243375,-0.124937,-0.212975,0.001127,-0.001498,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1839582,1861939,0,0,0,0,1,1,1784371834.974205
36,2,4,sentinel,down,80,1,0,6.036902619530071,1784371837.3049002,1784371839.645515,1784371838.4752076,0.240724,-0.124348,-0.211999,0.001145,-0.001497,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1803082,1856689,0,0,0,0,1,1,1784371837.3049002
37,2,5,sentinel,down,80,1,0,6.036902619530071,1784371839.6457548,1784371841.991214,1784371840.8184843,0.2381,-0.123784,-0.210967,0.001133,-0.001484,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1784874,1846780,0,0,0,0,1,1,1784371839.6457548
38,2,6,sentinel,down,80,1,0,6.036902619530071,1784371841.991454,1784371844.310252,1784371843.150853,0.23561,-0.123162,-0.21009,0.001139,-0.0015,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1796222,1828403,0,0,0,0,1,1,1784371841.991454
39,2,7,sentinel,down,80,1,0,6.036902619530071,1784371844.3105102,1784371846.639323,1784371845.4749165,0.233293,-0.122667,-0.209267,0.001158,-0.001471,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1788515,1813075,0,0,0,0,1,1,1784371844.3105102
40,2,8,sentinel,down,80,1,0,6.036902619530071,1784371846.63955,1784371848.9705238,1784371847.805037,0.230995,-0.122187,-0.208439,0.001165,-0.001516,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1793766,1792157,0,0,0,0,1,1,1784371846.63955
41,2,9,sentinel,down,80,1,0,6.036902619530071,1784371848.970795,1784371851.3160162,1784371850.1434054,0.228864,-0.121668,-0.207585,0.001153,-0.001523,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1784789,1804352,0,0,0,0,1,1,1784371848.970795
42,2,10,sentinel,down,80,1,0,6.036902619530071,1784371851.316244,1784371853.6612082,1784371852.4887261,0.226774,-0.121308,-0.20684,0.001111,-0.001501,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1780639,1840090,0,0,0,0,1,1,1784371851.316244
43,2,11,sentinel,down,80,1,0,6.036902619530071,1784371853.6614459,1784371855.9964511,1784371854.8289485,0.224724,-0.120809,-0.20607,0.00115,-0.001534,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1760145,1801134,0,0,0,0,1,1,1784371853.6614459
44,2,12,sentinel,down,80,1,0,6.036902619530071,1784371855.996667,1784371858.329094,1784371857.1628804,0.222744,-0.120397,-0.205341,0.001162,-0.00149,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1785128,1785805,0,0,0,0,1,1,1784371855.996667
45,2,13,sentinel,down,80,1,0,6.036902619530071,1784371858.329327,1784371860.6783779,1784371859.5038524,0.220932,-0.120046,-0.204701,0.001135,-0.00153,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1751422,1765311,0,0,0,0,1,1,1784371858.329327
46,2,14,sentinel,down,80,1,0,6.036902619530071,1784371860.678675,1784371863.010566,1784371861.8446205,0.218934,-0.119545,-0.203809,0.001141,-0.00151,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1756165,1765988,0,0,0,0,1,1,1784371860.678675
47,2,15,sentinel,down,80,1,0,6.036902619530071,1784371863.010886,1784371865.3473768,1784371864.1791315,0.21712,-0.119138,-0.203243,0.001151,-0.001532,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1740413,1754556,0,0,0,0,1,1,1784371863.010886
48,3,0,sentinel,up,80,1,1,6.036902619530071,1784371878.0595,1784371880.3923461,1784371879.225923,0.206271,-0.116555,-0.198817,0.001164,-0.001543,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1707893,1732537,0,0,0,0,1,1,1784371878.0595
49,3,1,sentinel,up,80,1,1,6.036902619530071,1784371880.392585,1784371882.729002,1784371881.5607934,0.207514,-0.116616,-0.198787,0.001039,-0.001648,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1682571,4314659,0,0,0,0,1,1,1784371880.392585
50,3,2,sentinel,up,80,1,1,6.036902619530071,1784371882.729236,1784371885.06993,1784371883.8995829,0.203396,-0.115892,-0.197772,0.001157,-0.001556,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1718563,1714837,0,0,0,0,1,1,1784371882.729236
51,3,3,sentinel,up,80,1,1,6.036902619530071,1784371885.0701902,1784371887.410003,1784371886.2400966,0.201966,-0.115578,-0.197177,0.001146,-0.001554,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1686467,1710857,0,0,0,0,1,1,1784371885.0701902
52,3,4,sentinel,up,80,1,1,6.036902619530071,1784371887.4102411,1784371889.741305,1784371888.5757732,0.200285,-0.115102,-0.196282,0.001159,-0.001536,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1670122,1704082,0,0,0,0,1,1,1784371887.4102411
53,3,5,sentinel,up,80,1,1,6.036902619530071,1784371889.741549,1784371892.0791051,1784371890.910327,0.198759,-0.114744,-0.19568,0.001189,-0.001547,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1711704,1709841,0,0,0,0,1,1,1784371889.741549
54,3,6,sentinel,up,80,1,1,6.036902619530071,1784371892.079344,1784371894.42281,1784371893.2510772,0.197292,-0.114327,-0.195063,0.001125,-0.001538,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1697900,1686043,0,0,0,0,1,1,1784371892.079344
55,3,7,sentinel,up,80,1,1,6.036902619530071,1784371894.423077,1784371896.752055,1784371895.587566,0.196051,-0.114112,-0.194642,0.001133,-0.001558,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1679014,1681894,0,0,0,0,1,1,1784371894.423077
56,3,8,sentinel,up,80,1,1,6.036902619530071,1784371896.752507,1784371899.082931,1784371897.917719,0.194611,-0.113702,-0.19402,0.001165,-0.001554,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1676897,1694512,0,0,0,0,1,1,1784371896.752507
57,3,9,sentinel,up,80,1,1,6.036902619530071,1784371899.083204,1784371901.412396,1784371900.2477999,0.193252,-0.113401,-0.193397,0.001163,-0.001553,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1693750,1682402,0,0,0,0,1,1,1784371899.083204
58,3,10,sentinel,up,80,1,1,6.036902619530071,1784371901.4126348,1784371903.76061,1784371902.5866225,0.191822,-0.112937,-0.192713,0.00114,-0.001555,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1676304,1680793,0,0,0,0,1,1,1784371901.4126348
59,3,11,sentinel,up,80,1,1,6.036902619530071,1784371903.760875,1784371906.096769,1784371904.928822,0.190722,-0.112722,-0.192273,0.001109,-0.001547,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1649204,1668852,0,0,0,0,1,1,1784371903.760875
60,3,12,sentinel,up,80,1,1,6.036902619530071,1784371906.096992,1784371908.414536,1784371907.255764,0.189433,-0.112381,-0.191779,0.001134,-0.001573,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1660637,1675796,0,0,0,0,1,1,1784371906.096992
61,3,13,sentinel,up,80,1,1,6.036902619530071,1784371908.414769,1784371910.747593,1784371909.581181,0.188092,-0.112077,-0.191111,0.001154,-0.001514,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1663940,1657843,0,0,0,0,1,1,1784371908.414769
62,3,14,sentinel,up,80,1,1,6.036902619530071,1784371910.7478552,1784371913.072963,1784371911.910409,0.186858,-0.111715,-0.190635,0.001136,-0.001581,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1638618,1675288,0,0,0,0,1,1,1784371910.7478552
63,3,15,sentinel,up,80,1,1,6.036902619530071,1784371913.073271,1784371915.389318,1784371914.2312946,0.185556,-0.111319,-0.189989,0.001122,-0.001542,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1661061,1660807,0,0,0,0,1,1,1784371913.073271
64,4,0,formal,up,18,2,0,-2.057412904938048,1784372014.641365,1784372016.959231,1784372015.800298,0.209998,0.115217,0.196898,-0.000919,0.00099,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1678083,1737957,0,0,0,0,1,1,1784372014.641365
65,4,1,formal,up,18,2,0,-2.057412904938048,1784372016.959459,1784372019.282799,1784372018.121129,0.207789,0.114667,0.196035,-0.000913,0.000954,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1677575,1733130,0,0,0,0,1,1,1784372016.959459
66,4,2,formal,up,18,2,0,-2.057412904938048,1784372019.283017,1784372021.606099,1784372020.444558,0.206099,0.114329,0.195533,-0.000907,0.000967,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1673425,1713906,0,0,0,0,1,1,1784372019.283017
67,4,3,formal,up,18,2,0,-2.057412904938048,1784372021.606326,1784372023.9259279,1784372022.766127,0.204376,0.113947,0.194941,-0.000901,0.000972,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1671985,1721273,0,0,0,0,1,1,1784372021.606326
68,4,4,formal,up,18,2,0,-2.057412904938048,1784372023.926456,1784372026.2505019,1784372025.088479,0.202445,0.113371,0.194035,-0.000874,0.000936,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1650051,1696545,0,0,0,0,1,1,1784372023.926456
69,4,5,formal,up,18,2,0,-2.057412904938048,1784372026.2507179,1784372028.5759559,1784372027.4133368,0.200713,0.112995,0.193286,-0.000882,0.000926,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1665210,1707131,0,0,0,0,1,1,1784372026.2507179
70,4,6,formal,up,18,2,0,-2.057412904938048,1784372028.576204,1784372030.892231,1784372029.7342176,0.199316,0.112696,0.192867,-0.000852,0.000938,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1632690,1690871,0,0,0,0,1,1,1784372028.576204
71,4,7,formal,up,18,2,0,-2.057412904938048,1784372030.8924532,1784372033.2144141,1784372032.0534337,0.197681,0.11223,0.192074,-0.000848,0.000917,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1648696,1690447,0,0,0,0,1,1,1784372030.8924532
72,4,8,formal,up,18,2,0,-2.057412904938048,1784372033.2146292,1784372035.532234,1784372034.3734317,0.196303,0.111895,0.191483,-0.000848,0.000919,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1649374,1678506,0,0,0,0,1,1,1784372033.2146292
73,4,9,formal,up,18,2,0,-2.057412904938048,1784372035.5324612,1784372037.8524742,1784372036.6924677,0.194808,0.111517,0.190781,-0.000858,0.00089,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1636925,1659028,0,0,0,0,1,1,1784372035.5324612
74,4,10,formal,up,18,2,0,-2.057412904938048,1784372037.852684,1784372040.181098,1784372039.016891,0.193502,0.111189,0.190282,-0.000844,0.000888,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1626847,1686382,0,0,0,0,1,1,1784372037.852684
75,4,11,formal,up,18,2,0,-2.057412904938048,1784372040.1813262,1784372042.503933,1784372041.3426294,0.192436,0.110998,0.190049,-0.000851,0.000896,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1626254,1667582,0,0,0,0,1,1,1784372040.1813262
76,4,12,formal,up,18,2,0,-2.057412904938048,1784372042.5041862,1784372044.8212101,1784372043.6626983,0.190997,0.110557,0.189294,-0.000843,0.000871,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1631081,1666311,0,0,0,0,1,1,1784372042.5041862
77,4,13,formal,up,18,2,0,-2.057412904938048,1784372044.8214378,1784372047.143451,1784372045.9824443,0.189748,0.110292,0.188777,-0.000821,0.00083,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1623544,1651322,0,0,0,0,1,1,1784372044.8214378
78,4,14,formal,up,18,2,0,-2.057412904938048,1784372047.143681,1784372049.472852,1784372048.3082666,0.188788,0.110106,0.18838,-0.00082,0.000833,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1615075,1656911,0,0,0,0,1,1,1784372047.143681
79,4,15,formal,up,18,2,0,-2.057412904938048,1784372049.4731112,1784372051.793247,1784372050.6331792,0.187521,0.109671,0.187763,-0.000822,0.000824,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1633791,1642938,0,0,0,0,1,1,1784372049.4731112
80,5,0,formal,down,18,2,1,-2.057412904938048,1784372064.35317,1784372066.6737862,1784372065.513478,0.181284,0.108111,0.185155,-0.00079,0.00079,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1587467,1633029,0,0,0,0,1,1,1784372064.35317
81,5,1,formal,down,18,2,1,-2.057412904938048,1784372066.674001,1784372069.004432,1784372067.8392165,0.180482,0.107953,0.184909,-0.000786,0.000811,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1588145,1621512,0,0,0,0,1,1,1784372066.674001
82,5,2,formal,down,18,2,1,-2.057412904938048,1784372069.004661,1784372071.326143,1784372070.165402,0.179585,0.107732,0.184494,-0.00076,0.000761,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1595512,1614737,0,0,0,0,1,1,1784372069.004661
83,5,3,formal,down,18,2,1,-2.057412904938048,1784372071.3265128,1784372073.651155,1784372072.488834,0.178606,0.107427,0.184013,-0.000774,0.000778,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1574764,1604574,0,0,0,0,1,1,1784372071.3265128
84,5,4,formal,down,18,2,1,-2.057412904938048,1784372073.659481,1784372075.9825659,1784372074.8210235,0.177644,0.107105,0.183528,-0.000785,0.000781,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1569598,1603643,0,0,0,0,1,1,1784372073.659481
85,5,5,formal,down,18,2,1,-2.057412904938048,1784372075.982784,1784372078.30288,1784372077.142832,0.176965,0.106995,0.183302,-0.000778,0.000786,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1564686,1588568,0,0,0,0,1,1,1784372075.982784
86,5,6,formal,down,18,2,1,-2.057412904938048,1784372078.303103,1784372080.6280031,1784372079.465553,0.176097,0.106747,0.182853,-0.000773,0.000768,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1568243,1592887,0,0,0,0,1,1,1784372078.303103
87,5,7,formal,down,18,2,1,-2.057412904938048,1784372080.6282291,1784372082.950902,1784372081.7895656,0.175366,0.106551,0.182577,-0.000777,0.000767,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1562230,1579253,0,0,0,0,1,1,1784372080.6282291
88,5,8,formal,down,18,2,1,-2.057412904938048,1784372082.951126,1784372085.27617,1784372084.113648,0.174465,0.106332,0.182135,-0.000751,0.000748,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1573155,1582809,0,0,0,0,1,1,1784372082.951126
89,5,9,formal,down,18,2,1,-2.057412904938048,1784372085.276429,1784372087.599482,1784372086.4379554,0.173688,0.106057,0.181709,-0.00073,0.000748,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1574256,1615668,0,0,0,0,1,1,1784372085.276429
90,5,10,formal,down,18,2,1,-2.057412904938048,1784372087.599731,1784372089.917562,1784372088.7586465,0.173056,0.105963,0.181574,-0.000767,0.000717,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1571038,1591871,0,0,0,0,1,1,1784372087.599731
91,5,11,formal,down,18,2,1,-2.057412904938048,1784372089.917865,1784372092.2341309,1784372091.0759978,0.1723,0.10575,0.181148,-0.00075,0.000721,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1559266,1575442,0,0,0,0,1,1,1784372089.917865
92,5,12,formal,down,18,2,1,-2.057412904938048,1784372092.2344372,1784372094.554993,1784372093.394715,0.171656,0.105593,0.18095,-0.000747,0.000758,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1548596,1588822,0,0,0,0,1,1,1784372092.2344372
93,5,13,formal,down,18,2,1,-2.057412904938048,1784372094.555219,1784372096.877438,1784372095.7163286,0.171033,0.105447,0.180697,-0.00074,0.000737,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1545123,1574764,0,0,0,0,1,1,1784372094.555219
94,5,14,formal,down,18,2,1,-2.057412904938048,1784372096.877675,1784372099.200583,1784372098.039129,0.170231,0.105187,0.180178,-0.000733,0.000724,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1557742,1578914,0,0,0,0,1,1,1784372096.877675
